street,city,zipcode,beds,baths,sq__ft,price
aaaa,bbbb,95228,3,2,1789,243450
aaaa,bbbb,95227,4,2,1876,243500
aaaa,bbbb,95226,3,2,1235,246544
aaaa,bbbb,95225,4,2,2504,246750
aaaa,bbbb,95224,3,2,1676,247000
aaaa,bbbb,95223,3,2,1367,249000
aaaa,bbbb,95222,4,3,1899,249000
aaaa,bbbb,95221,3,2,1636,250000
aaaa,bbbb,95220,3,2,1828,250000
aaaa,bbbb,95219,4,2,1438,252000
aaaa,bbbb,95218,3,2,1451,255000
aaaa,bbbb,95217,3,1,1520,255000
aaaa,bbbb,95216,3,2,1506,255000
aaaa,bbbb,95215,4,2,2605,257200
aaaa,bbbb,95214,3,2,1196,260000
aaaa,bbbb,95213,3,2,1621,260000
aaaa,bbbb,95212,3,2,1811,263500
aaaa,bbbb,95211,3,2,1540,266510
aaaa,bbbb,95210,3,2,1543,275000
aaaa,bbbb,95209,5,3,2494,276000
aaaa,bbbb,95208,3,2,1650,276500
aaaa,bbbb,95207,4,3,2214,278000
aaaa,bbbb,95206,5,3,2280,279000
aaaa,bbbb,95205,3,2,1443,280000
aaaa,bbbb,95204,4,2,1582,280000
aaaa,bbbb,95203,3,2,1857,285000
aaaa,bbbb,95202,3,2,1735,288000
aaaa,bbbb,95201,4,3,2096,289000
aaaa,bbbb,95200,3,2,1720,290000
aaaa,bbbb,95199,4,2,2160,290000
aaaa,bbbb,95198,4,2,1382,293996
aaaa,bbbb,95197,4,2,1721,294173
aaaa,bbbb,95196,4,2,1328,295000
aaaa,bbbb,95195,4,2,1982,298000
aaaa,bbbb,95194,2,1,1144,299000
aaaa,bbbb,95193,2,2,1623,300000
aaaa,bbbb,95192,3,2,1457,300000
aaaa,bbbb,95191,6,3,2555,300000
aaaa,bbbb,95190,3,2,1577,300567
aaaa,bbbb,95189,5,3,2592,303000
aaaa,bbbb,95188,3,2,1401,305000
aaaa,bbbb,95187,3,2,1502,310000
aaaa,bbbb,95186,3,2,1327,310000
aaaa,bbbb,95185,4,3,1800,310000
aaaa,bbbb,95184,4,2,2169,311518
aaaa,bbbb,95183,5,3,2457,312000
aaaa,bbbb,95182,4,2,2004,315000
aaaa,bbbb,95181,4,3,2212,315000
aaaa,bbbb,95180,5,3,3134,315000
aaaa,bbbb,95179,3,2,1360,315000
aaaa,bbbb,95178,3,2,1276,320000
aaaa,bbbb,95177,4,3,2962,322000
aaaa,bbbb,95176,4,2,1888,325000
aaaa,bbbb,95175,3,2,1548,328370
aaaa,bbbb,95174,4,3,2109,330000
aaaa,bbbb,95173,4,2,2484,331200
aaaa,bbbb,95172,4,3,2258,332000
aaaa,bbbb,95171,3,3,2212,334000
aaaa,bbbb,95170,3,2,1616,335000
aaaa,bbbb,95169,4,2,2372,341000
aaaa,bbbb,95168,5,3,2606,346375
aaaa,bbbb,95167,5,3,2877,349000
aaaa,bbbb,95166,3,2,2960,350000
aaaa,bbbb,95165,3,2,2172,350000
aaaa,bbbb,95164,3,2,2100,350000
aaaa,bbbb,95163,3,2,1795,351000
aaaa,bbbb,95162,4,2,2295,360000
aaaa,bbbb,95161,4,3,2577,367463
aaaa,bbbb,95160,3,1,1727,380000
aaaa,bbbb,95159,3,2,1485,380578
aaaa,bbbb,95158,3,2,1655,386222
aaaa,bbbb,95157,3,2,2049,395500
aaaa,bbbb,95156,5,3,2875,397000
aaaa,bbbb,95155,4,2,2199,400000
aaaa,bbbb,95154,2,1,1304,413500
aaaa,bbbb,95153,3,2,2334,415000
aaaa,bbbb,95152,4,3,2278,420454
aaaa,bbbb,95151,3,1,1493,425000
aaaa,bbbb,95150,5,3,2787,441000
aaaa,bbbb,95149,5,3,2824,445000
aaaa,bbbb,95148,4,3,3261,446000
aaaa,bbbb,95147,4,2,2053,450000
aaaa,bbbb,95146,4,3,2379,455000
aaaa,bbbb,95145,3,2,3173,525000
aaaa,bbbb,95144,3,1,1348,545000
aaaa,bbbb,95143,2,1,1252,575000
aaaa,bbbb,95142,4,3,3229,575000
aaaa,bbbb,95141,5,4,3863,598695
aaaa,bbbb,95140,4,3,2356,600000
aaaa,bbbb,95139,5,3,3579,610000
aaaa,bbbb,95138,4,3,4400,884790
aaaa,bbbb,95137,4,2,1512,56950
aaaa,bbbb,95136,1,1,611,60000
aaaa,bbbb,95135,2,1,876,61000
aaaa,bbbb,95134,2,1,933,62000
aaaa,bbbb,95133,2,1,864,68566
aaaa,bbbb,95132,2,1,1011,70000
aaaa,bbbb,95131,4,2,1158,80000
aaaa,bbbb,95130,3,2,1092,85500
aaaa,bbbb,95129,2,1,956,92000
aaaa,bbbb,95128,2,2,1139,93600
aaaa,bbbb,95127,3,1,1058,95000
aaaa,bbbb,95126,3,2,1040,97750
aaaa,bbbb,95125,3,2,1354,104000
aaaa,bbbb,95124,3,1,1051,105000
aaaa,bbbb,95123,1,1,682,107666
aaaa,bbbb,95122,3,1,1161,109000
aaaa,bbbb,95121,3,1,1004,110000
aaaa,bbbb,95120,3,1,1229,110000
aaaa,bbbb,95119,3,2,1249,112500
aaaa,bbbb,95118,3,2,1161,114800
aaaa,bbbb,95117,3,1,1010,116000
aaaa,bbbb,95116,4,2,1462,121500
aaaa,bbbb,95115,3,2,1269,122000
aaaa,bbbb,95114,2,2,1188,123675
aaaa,bbbb,95113,4,2,1570,126854
aaaa,bbbb,95112,3,2,1093,127059
aaaa,bbbb,95111,3,1,962,128687
aaaa,bbbb,95110,3,2,1089,129500
aaaa,bbbb,95109,3,2,1127,130000
aaaa,bbbb,95108,4,2,1309,131750
aaaa,bbbb,95107,2,1,970,132000
aaaa,bbbb,95106,3,2,1144,134000
aaaa,bbbb,95105,3,1,1000,134000
aaaa,bbbb,95104,3,2,1206,142000
aaaa,bbbb,95103,3,1,1285,143012
aaaa,bbbb,95102,3,2,1543,145846
aaaa,bbbb,95101,2,1,884,147000
aaaa,bbbb,95100,3,1,1019,148750
aaaa,bbbb,95099,4,2,1392,150000
aaaa,bbbb,95098,2,1,924,150454
aaaa,bbbb,95097,3,2,1217,151087
aaaa,bbbb,95096,3,2,1670,157296
aaaa,bbbb,95095,3,2,1302,157500
aaaa,bbbb,95094,3,2,1488,160000
aaaa,bbbb,95093,3,2,1373,160000
aaaa,bbbb,95092,4,2,1381,161250
aaaa,bbbb,95091,3,2,1265,164000
aaaa,bbbb,95090,2,1,881,165000
aaaa,bbbb,95089,4,2,1608,165750
aaaa,bbbb,95088,3,1,1344,166000
aaaa,bbbb,95087,3,2,1202,169000
aaaa,bbbb,95086,3,2,1104,170000
aaaa,bbbb,95085,4,2,1859,170000
aaaa,bbbb,95084,3,2,1232,170000
aaaa,bbbb,95083,3,1,1638,170725
aaaa,bbbb,95082,2,2,1177,171750
aaaa,bbbb,95081,3,2,1582,172000
aaaa,bbbb,95080,2,2,904,173056
aaaa,bbbb,95079,3,2,1340,174000
aaaa,bbbb,95078,3,2,1204,174250
aaaa,bbbb,95077,4,2,1477,176850
aaaa,bbbb,95076,4,2,1497,179500
aaaa,bbbb,95075,3,1,960,185000
aaaa,bbbb,95074,3,2,1428,188700
aaaa,bbbb,95073,3,1,1039,189000
aaaa,bbbb,95072,3,1,1529,189000
aaaa,bbbb,95071,4,3,1892,189836
aaaa,bbbb,95070,4,2,1887,190000
aaaa,bbbb,95069,3,2,1294,191250
aaaa,bbbb,95068,3,2,1638,191675
aaaa,bbbb,95067,3,2,1677,195500
aaaa,bbbb,95066,3,1,1073,198000
aaaa,bbbb,95065,3,2,1231,200000
aaaa,bbbb,95064,3,2,1175,200000
aaaa,bbbb,95063,3,2,1416,200000
aaaa,bbbb,95062,3,2,1358,201528
aaaa,bbbb,95061,4,2,1609,204750
aaaa,bbbb,95060,4,3,1968,205000
aaaa,bbbb,95059,2,2,1089,205000
aaaa,bbbb,95058,3,2,1296,205900
aaaa,bbbb,95057,2,2,1189,207000
aaaa,bbbb,95056,2,1,795,207973
aaaa,bbbb,95055,3,2,1371,208250
aaaa,bbbb,95054,3,1,1310,208318
aaaa,bbbb,95053,3,2,1262,209347
aaaa,bbbb,95052,4,2,1740,211500
aaaa,bbbb,95051,3,2,1517,212000
aaaa,bbbb,95050,3,2,1450,213000
aaaa,bbbb,95049,3,2,1416,216000
aaaa,bbbb,95048,3,1,888,216021
aaaa,bbbb,95047,3,2,1882,219000
aaaa,bbbb,95046,3,2,1302,219794
aaaa,bbbb,95045,3,2,1418,220000
aaaa,bbbb,95044,4,2,1319,220000
aaaa,bbbb,95043,4,2,1770,220000
aaaa,bbbb,95042,4,2,1627,223000
aaaa,bbbb,95041,3,1,1040,224000
aaaa,bbbb,95040,3,1,960,224252
aaaa,bbbb,95039,3,1,1456,225000
aaaa,bbbb,95038,3,2,1450,228000
aaaa,bbbb,95037,3,2,1358,229027
aaaa,bbbb,95036,4,2,1329,229500
aaaa,bbbb,95035,4,2,1715,230000
aaaa,bbbb,95034,3,2,1262,230000
aaaa,bbbb,95033,4,3,2280,232425
aaaa,bbbb,95032,3,2,1477,234000
aaaa,bbbb,95031,3,2,1216,235000
aaaa,bbbb,95030,4,2,1685,235301
aaaa,bbbb,95029,3,2,1362,235738
aaaa,bbbb,95028,3,3,2112,400000
aaaa,bbbb,95027,3,2,1200,255000
aaaa,bbbb,95026,3,3,2280,440000
aaaa,bbbb,95025,3,2,1272,175000
aaaa,bbbb,95024,3,3,1409,104000
aaaa,bbbb,95023,3,2,2414,406000
aaaa,bbbb,95022,3,2,2034,205000
aaaa,bbbb,95021,3,1,1226,211500
aaaa,bbbb,95020,3,3,1802,330000
aaaa,bbbb,95019,3,2,1300,219000
aaaa,bbbb,95018,4,3,3054,480000
aaaa,bbbb,95017,3,2,2192,335000
aaaa,bbbb,95016,3,2,1838,249500
aaaa,bbbb,95015,3,2,1560,204000
aaaa,bbbb,95014,3,2,1508,216400
aaaa,bbbb,95013,2,2,1214,174400
aaaa,bbbb,95012,3,2,1216,218000
aaaa,bbbb,95011,3,3,1976,225000
aaaa,bbbb,95010,2,3,1763,260000
aaaa,bbbb,95009,3,3,2208,192000
aaaa,bbbb,95008,3,3,1212,165000
aaaa,bbbb,95007,2,2,1704,236000
aaaa,bbbb,95006,3,2,1344,132500
aaaa,bbbb,95005,3,2,1323,126400
aaaa,bbbb,95004,3,3,1680,261500
aaaa,bbbb,95003,3,2,1738,235000
aaaa,bbbb,95002,4,3,1926,300000
aaaa,bbbb,95001,3,2,1235,188000
aaaa,bbbb,95000,2,2,1321,255000
aaaa,bbbb,94999,3,3,1380,227000
aaaa,bbbb,94998,3,2,1423,370000
aaaa,bbbb,94997,3,3,2226,315000
aaaa,bbbb,94996,3,3,1248,172000
aaaa,bbbb,94995,3,2,1324,215000
aaaa,bbbb,94994,3,2,1448,210000
aaaa,bbbb,94993,3,2,1768,290000
aaaa,bbbb,94992,3,3,1618,345000
aaaa,bbbb,94991,3,2,1736,240000
aaaa,bbbb,94990,3,4,2400,232000
aaaa,bbbb,94989,3,2,2132,160000
aaaa,bbbb,94988,3,2,1232,311000
aaaa,bbbb,94987,3,2,1968,114000
aaaa,bbbb,94986,4,3,1568,235888
aaaa,bbbb,94985,3,3,2025,228000
aaaa,bbbb,94984,3,2,1544,237000
aaaa,bbbb,94983,4,3,2616,345000
aaaa,bbbb,94982,3,3,1700,230000
aaaa,bbbb,94981,3,3,1279,225000
aaaa,bbbb,94980,3,2,1472,159900
aaaa,bbbb,94979,3,1,1544,185000
aaaa,bbbb,94978,3,3,1632,152000
aaaa,bbbb,94977,3,2,1260,290000
aaaa,bbbb,94976,3,2,1820,224000
aaaa,bbbb,94975,3,3,1398,235000
aaaa,bbbb,94974,3,4,1568,267000
aaaa,bbbb,94973,3,1,1224,154900
aaaa,bbbb,94972,3,3,1869,239900
aaaa,bbbb,94971,3,2,1200,247500
aaaa,bbbb,94970,3,3,1869,239900
aaaa,bbbb,94969,3,2,1392,176000
aaaa,bbbb,94968,3,3,1235,180000
aaaa,bbbb,94967,4,3,1566,290000
aaaa,bbbb,94966,3,2,1260,180000
aaaa,bbbb,94965,3,3,1842,283500
aaaa,bbbb,94964,2,2,1376,215000
aaaa,bbbb,94963,3,4,2632,275000
aaaa,bbbb,94962,3,2,1398,200000
aaaa,bbbb,94961,3,2,1326,290000
aaaa,bbbb,94960,3,3,1921,307500
aaaa,bbbb,94959,3,2,1376,232000
aaaa,bbbb,94958,3,2,1968,250000
aaaa,bbbb,94957,4,4,1768,235000
aaaa,bbbb,94956,3,3,1480,325000
aaaa,bbbb,94955,3,3,1608,351000
aaaa,bbbb,94954,3,1,1218,200000
aaaa,bbbb,94953,3,3,1296,285000
aaaa,bbbb,94952,3,3,1748,295000
aaaa,bbbb,94951,4,3,1343,225000
aaaa,bbbb,94950,3,3,1468,285000
aaaa,bbbb,94949,3,2,1365,128000
aaaa,bbbb,94948,3,3,1220,273000
aaaa,bbbb,94947,3,3,2123,214000
aaaa,bbbb,94946,3,2,1296,190000
aaaa,bbbb,94945,3,2,1234,327000
aaaa,bbbb,94944,3,2,1344,182000
aaaa,bbbb,94943,4,3,2058,165000
aaaa,bbbb,94942,4,2,1406,249500
aaaa,bbbb,94941,2,2,1220,249000
aaaa,bbbb,94940,3,3,1445,207000
aaaa,bbbb,94939,3,2,1470,247500
aaaa,bbbb,94938,3,3,2469,271000
aaaa,bbbb,94937,3,3,1871,264000
aaaa,bbbb,94936,3,2,1466,274900
aaaa,bbbb,94935,3,2,1508,153000
aaaa,bbbb,94934,3,2,1352,205000
aaaa,bbbb,94933,3,3,1244,255000
aaaa,bbbb,94932,3,3,1768,200000
aaaa,bbbb,94931,3,3,2028,336000
aaaa,bbbb,94930,3,2,1512,162750
aaaa,bbbb,94929,4,3,2028,138000
aaaa,bbbb,94928,3,2,1425,280000
aaaa,bbbb,94927,1,2,1376,169000
aaaa,bbbb,94926,3,2,1704,115000
aaaa,bbbb,94925,3,2,1316,205000
aaaa,bbbb,94924,3,4,1346,270000
aaaa,bbbb,94923,3,2,1632,255000
aaaa,bbbb,94922,3,2,2230,430000
aaaa,bbbb,94921,2,2,1660,280000
aaaa,bbbb,94920,3,3,1368,155000
aaaa,bbbb,94919,3,2,1456,185000
aaaa,bbbb,94918,3,4,1232,180000
aaaa,bbbb,94917,4,2,1547,207500
aaaa,bbbb,94916,3,3,1768,234000
aaaa,bbbb,94915,3,3,1494,290000
aaaa,bbbb,94914,4,3,2308,270000
aaaa,bbbb,94913,2,2,1222,100000
aaaa,bbbb,94912,3,2,1512,246000
aaaa,bbbb,94911,3,3,1492,300000
aaaa,bbbb,94910,4,2,1580,284000
aaaa,bbbb,94909,3,2,1284,270000
aaaa,bbbb,94908,3,2,1605,239900
aaaa,bbbb,94907,4,4,2056,367000
aaaa,bbbb,94906,3,1,1278,145000
aaaa,bbbb,94905,3,2,1380,190000
aaaa,bbbb,94904,4,3,2124,260000
aaaa,bbbb,94903,3,3,2432,400000
aaaa,bbbb,94902,4,3,2188,270000
aaaa,bbbb,94901,3,2,1664,200000
aaaa,bbbb,94900,2,1,1286,150000
aaaa,bbbb,94899,3,3,1748,271000
aaaa,bbbb,94898,3,3,1330,250000
aaaa,bbbb,94897,3,2,1288,210000
aaaa,bbbb,94896,3,2,1269,155000
aaaa,bbbb,94895,3,3,1546,375000
aaaa,bbbb,94894,2,3,1918,250000
aaaa,bbbb,94893,3,3,2240,180000
aaaa,bbbb,94892,3,2,1500,198000
aaaa,bbbb,94891,3,2,1282,250000
aaaa,bbbb,94890,3,1,1260,102900
aaaa,bbbb,94889,4,3,1876,365000
aaaa,bbbb,94888,3,1,1344,170000
aaaa,bbbb,94887,3,3,1530,260000
aaaa,bbbb,94886,4,2,1547,226900
aaaa,bbbb,94885,4,3,1263,300000
aaaa,bbbb,94884,2,1,1344,118000
aaaa,bbbb,94883,3,3,1588,281600
aaaa,bbbb,94882,3,3,1536,285000
aaaa,bbbb,94881,4,3,1470,225000
aaaa,bbbb,94880,3,3,1377,369000
aaaa,bbbb,94879,4,2,1542,250000
aaaa,bbbb,94878,3,2,1344,235000
aaaa,bbbb,94877,3,3,1500,239900
aaaa,bbbb,94876,3,2,2574,335000
aaaa,bbbb,94875,3,3,1390,238000
aaaa,bbbb,94874,3,2,1218,136149
aaaa,bbbb,94873,4,3,2240,237500
aaaa,bbbb,94872,3,3,2268,347500
aaaa,bbbb,94871,2,3,1267,190000
aaaa,bbbb,94870,3,2,1440,235000
aaaa,bbbb,94869,4,3,1242,210000
aaaa,bbbb,94868,3,2,1220,225000
aaaa,bbbb,94867,3,3,1274,269100
aaaa,bbbb,94866,3,3,1200,276000
aaaa,bbbb,94865,3,3,1900,221144
aaaa,bbbb,94864,3,2,1470,500000
aaaa,bbbb,94863,3,3,1968,462500
aaaa,bbbb,94862,3,2,1394,470000
aaaa,bbbb,94861,3,3,2128,375000
aaaa,bbbb,94860,4,3,1881,475000
aaaa,bbbb,94859,4,3,1592,395000
aaaa,bbbb,94858,3,3,1789,448360
aaaa,bbbb,94857,3,3,1789,490000
aaaa,bbbb,94856,3,3,1789,449999
aaaa,bbbb,94855,3,3,1789,345256
aaaa,bbbb,94854,3,3,1290,430000
aaaa,bbbb,94853,3,3,1789,345256
aaaa,bbbb,94852,3,3,1789,345256
aaaa,bbbb,94851,3,3,1789,345256
aaaa,bbbb,94850,3,3,1789,345256
aaaa,bbbb,94849,3,3,1789,345256
aaaa,bbbb,94848,3,3,1789,430100
aaaa,bbbb,94847,3,3,1789,412695
aaaa,bbbb,94846,3,3,1789,422885
aaaa,bbbb,94845,3,3,1789,499999
aaaa,bbbb,94844,3,3,1792,395000
aaaa,bbbb,94843,3,3,1789,338818
aaaa,bbbb,94842,3,3,1789,345526
aaaa,bbbb,94841,3,3,1789,345256
aaaa,bbbb,94840,3,3,1789,338818
aaaa,bbbb,94839,3,2,1776,205000
aaaa,bbbb,94838,3,3,1789,345257
aaaa,bbbb,94837,3,3,1789,392315
aaaa,bbbb,94836,3,3,1789,338818
aaaa,bbbb,94835,3,3,1789,345256
aaaa,bbbb,94834,3,3,1789,441000
aaaa,bbbb,94833,3,3,1789,422885
aaaa,bbbb,94832,3,3,1789,345256
aaaa,bbbb,94831,3,3,1789,345500
aaaa,bbbb,94830,3,3,1789,430000
aaaa,bbbb,94829,3,3,1789,489999
aaaa,bbbb,94828,3,3,1789,446322
aaaa,bbbb,94827,3,3,1789,345256
aaaa,bbbb,94826,3,3,1789,400000
aaaa,bbbb,94825,3,3,2469,368000
aaaa,bbbb,94824,1,2,1265,225000
aaaa,bbbb,94823,3,2,1344,250000
aaaa,bbbb,94822,2,2,1878,260000
aaaa,bbbb,94821,4,2,1703,299000
aaaa,bbbb,94820,3,3,1912,296000
aaaa,bbbb,94819,3,2,1220,397900
aaaa,bbbb,94818,3,1,1338,252600
aaaa,bbbb,94817,4,2,1638,201500
aaaa,bbbb,94816,3,2,1526,274900
aaaa,bbbb,94815,3,3,1814,233000
aaaa,bbbb,94814,3,2,1616,215000
aaaa,bbbb,94813,3,2,1454,258900
aaaa,bbbb,94812,3,2,1322,210000
aaaa,bbbb,94811,3,3,1976,259900
aaaa,bbbb,94810,1,2,1265,255000
aaaa,bbbb,94809,3,2,1322,255000
aaaa,bbbb,94808,3,2,1704,258182
aaaa,bbbb,94807,4,2,1372,262000
aaaa,bbbb,94806,3,2,1319,242000
aaaa,bbbb,94805,4,3,3177,420000
aaaa,bbbb,94804,3,2,1574,190000
aaaa,bbbb,94803,3,3,1897,255000
aaaa,bbbb,94802,2,3,1265,257000
aaaa,bbbb,94801,3,2,1548,240000
aaaa,bbbb,94800,2,1,1638,203000
aaaa,bbbb,94799,3,2,1804,344000
aaaa,bbbb,94798,3,3,1200,275000
aaaa,bbbb,94797,3,2,1216,245000
aaaa,bbbb,94796,3,2,1572,256555
aaaa,bbbb,94795,3,3,1780,329000
aaaa,bbbb,94794,3,2,1576,141247
aaaa,bbbb,94793,3,3,1904,272000
aaaa,bbbb,94792,3,3,2474,410000
aaaa,bbbb,94791,3,2,1200,290000
aaaa,bbbb,94790,3,2,1319,207100
aaaa,bbbb,94789,3,3,2074,325000
aaaa,bbbb,94788,3,2,1266,242000
aaaa,bbbb,94787,3,2,1264,243500
aaaa,bbbb,94786,3,3,1216,254000
aaaa,bbbb,94785,3,2,1815,147970
aaaa,bbbb,94784,5,3,3466,320000
aaaa,bbbb,94783,3,2,1762,275000
aaaa,bbbb,94782,3,1,1484,255000
aaaa,bbbb,94781,3,1,1427,202200
aaaa,bbbb,94780,3,2,1782,365000
aaaa,bbbb,94779,3,2,1596,298000
aaaa,bbbb,94778,3,3,1912,280000
aaaa,bbbb,94777,2,1,1360,256500
aaaa,bbbb,94776,3,3,1953,255000
aaaa,bbbb,94775,2,3,1265,264900
aaaa,bbbb,94774,3,3,1232,190000
aaaa,bbbb,94773,4,3,3780,424000
aaaa,bbbb,94772,2,3,1265,250000
aaaa,bbbb,94771,3,2,1559,231000
aaaa,bbbb,94770,3,2,1680,295000
aaaa,bbbb,94769,3,2,1458,269900
aaaa,bbbb,94768,3,2,1458,220000
aaaa,bbbb,94767,3,2,2166,250000
aaaa,bbbb,94766,3,2,1326,222450
aaaa,bbbb,94765,3,3,1216,196500
aaaa,bbbb,94764,3,3,1704,285000
aaaa,bbbb,94763,3,3,1980,432500
aaaa,bbbb,94762,2,2,1638,230000
aaaa,bbbb,94761,4,3,1964,318000
aaaa,bbbb,94760,3,1,1422,309000
aaaa,bbbb,94759,4,1,2100,172000
aaaa,bbbb,94758,3,2,2116,217500
aaaa,bbbb,94757,3,1,3282,480000
aaaa,bbbb,94756,3,3,1716,260000
aaaa,bbbb,94755,3,3,1624,249900
aaaa,bbbb,94754,4,3,2442,423500
aaaa,bbbb,94753,3,3,1875,235000
aaaa,bbbb,94752,3,3,1200,215000
aaaa,bbbb,94751,4,3,1380,295000
aaaa,bbbb,94750,1,2,1265,189000
aaaa,bbbb,94749,3,3,1988,307000
aaaa,bbbb,94748,3,2,1250,215000
aaaa,bbbb,94747,3,2,1319,255000
aaaa,bbbb,94746,3,2,1454,257500
aaaa,bbbb,94745,2,2,1654,250000
aaaa,bbbb,94744,3,3,1440,215000
aaaa,bbbb,94743,3,2,1512,250000
aaaa,bbbb,94742,3,3,2307,340000
aaaa,bbbb,94741,3,2,1986,265000
aaaa,bbbb,94740,3,2,2074,352000
aaaa,bbbb,94739,3,1,1721,135000
aaaa,bbbb,94738,2,3,1265,301940
aaaa,bbbb,94737,3,3,1720,240000
aaaa,bbbb,94736,3,2,1810,195000
aaaa,bbbb,94735,1,2,1440,300000
aaaa,bbbb,94734,3,3,2308,349900
aaaa,bbbb,94733,3,1,1779,260000
aaaa,bbbb,94732,3,2,1666,213000
aaaa,bbbb,94731,3,2,1746,300000
aaaa,bbbb,94730,4,3,2072,345000
aaaa,bbbb,94729,3,2,1306,282000
aaaa,bbbb,94728,2,2,1200,255000
aaaa,bbbb,94727,4,3,2660,380000
aaaa,bbbb,94726,3,2,2074,338500
aaaa,bbbb,94725,3,2,2194,329000
aaaa,bbbb,94724,3,2,1728,220000
aaaa,bbbb,94723,4,3,1841,340000
aaaa,bbbb,94722,4,2,1386,219900
aaaa,bbbb,94721,4,3,2086,255000
aaaa,bbbb,94720,3,3,1872,310000
aaaa,bbbb,94719,3,2,1818,295000
aaaa,bbbb,94718,3,2,1584,239000
aaaa,bbbb,94717,3,2,1680,326000
aaaa,bbbb,94716,3,2,1596,262000
aaaa,bbbb,94715,3,2,1572,255000
aaaa,bbbb,94714,3,2,1825,275000
aaaa,bbbb,94713,3,2,1680,320000
aaaa,bbbb,94712,3,2,1704,279998
aaaa,bbbb,94711,3,3,1306,250000
aaaa,bbbb,94710,3,2,1454,268000
aaaa,bbbb,94709,1,2,1265,219900
aaaa,bbbb,94708,4,3,1964,315000
aaaa,bbbb,94707,4,3,2021,369900
aaaa,bbbb,94706,3,2,1474,230000
aaaa,bbbb,94705,2,3,1265,265000
aaaa,bbbb,94704,3,2,1454,114258
aaaa,bbbb,94703,4,2,2238,330000
aaaa,bbbb,94702,3,1,2460,355000
aaaa,bbbb,94701,2,1,1638,275000
aaaa,bbbb,94700,3,2,1454,235000
aaaa,bbbb,94699,3,2,1454,226500
aaaa,bbbb,94698,3,2,1454,244900
aaaa,bbbb,94697,3,2,1526,320000
aaaa,bbbb,94696,3,2,1976,295000
aaaa,bbbb,94695,3,2,2238,304000
aaaa,bbbb,94694,3,3,2190,275000
aaaa,bbbb,94693,3,3,1916,295000
aaaa,bbbb,94692,3,2,1488,211000
aaaa,bbbb,94691,3,2,1488,190000
aaaa,bbbb,94690,3,2,1612,277000
aaaa,bbbb,94689,4,3,2460,365000
aaaa,bbbb,94688,3,3,1780,296000
aaaa,bbbb,94687,3,2,2064,274900
aaaa,bbbb,94686,3,2,2873,395000
aaaa,bbbb,94685,3,3,1333,290000
aaaa,bbbb,94684,3,3,1754,290000
aaaa,bbbb,94683,3,2,1526,210299
aaaa,bbbb,94682,3,2,1584,250000
aaaa,bbbb,94681,3,3,1868,250000
aaaa,bbbb,94680,3,3,2190,320000
aaaa,bbbb,94679,3,2,1436,202000
aaaa,bbbb,94678,3,2,1968,248000
aaaa,bbbb,94677,4,3,2075,317000
aaaa,bbbb,94676,2,2,1265,249000
aaaa,bbbb,94675,3,2,1596,345000
aaaa,bbbb,94674,3,3,2190,260000
aaaa,bbbb,94673,3,2,1500,270000
aaaa,bbbb,94672,3,2,1296,170000
aaaa,bbbb,94671,3,3,2072,268000
aaaa,bbbb,94670,3,2,1680,285000
aaaa,bbbb,94669,3,3,1723,240000
aaaa,bbbb,94668,3,2,1368,153000
aaaa,bbbb,94667,3,3,2190,310000
aaaa,bbbb,94666,4,3,2216,340000
aaaa,bbbb,94665,2,2,1920,224000
aaaa,bbbb,94664,3,3,2128,235000
aaaa,bbbb,94663,3,2,1532,314900
aaaa,bbbb,94662,2,2,1638,210000
aaaa,bbbb,94661,3,3,1916,275000
aaaa,bbbb,94660,3,2,1801,294900
aaaa,bbbb,94659,3,3,1668,270000
aaaa,bbbb,94658,2,3,1265,225000
aaaa,bbbb,94657,3,3,1780,305000
aaaa,bbbb,94656,3,2,1512,250000
aaaa,bbbb,94655,3,3,2521,430000
aaaa,bbbb,94654,3,2,1844,270000
aaaa,bbbb,94653,2,3,1265,235000
aaaa,bbbb,94652,3,2,1488,245000
aaaa,bbbb,94651,3,2,1458,248900
aaaa,bbbb,94650,3,2,1521,192000
aaaa,bbbb,94649,3,3,1841,295000
aaaa,bbbb,94648,3,3,2084,308000
aaaa,bbbb,94647,2,2,1654,299000
aaaa,bbbb,94646,3,3,2560,409000
aaaa,bbbb,94645,3,3,1841,235000
aaaa,bbbb,94644,3,2,1296,245000
aaaa,bbbb,94643,3,2,1652,185000
aaaa,bbbb,94642,2,2,1221,265000
aaaa,bbbb,94641,3,2,1454,249000
aaaa,bbbb,94640,2,2,2277,273000
aaaa,bbbb,94639,4,3,1834,285000
aaaa,bbbb,94638,3,3,2297,360000
aaaa,bbbb,94637,2,2,1638,229900
aaaa,bbbb,94636,3,3,1904,307000
aaaa,bbbb,94635,3,1,1682,285000
aaaa,bbbb,94634,4,3,1841,315000
aaaa,bbbb,94633,3,2,1547,245000
aaaa,bbbb,94632,3,2,1264,298000
aaaa,bbbb,94631,3,2,1274,290000
aaaa,bbbb,94630,2,2,1966,269575
aaaa,bbbb,94629,3,3,2014,119900
aaaa,bbbb,94628,3,2,1296,213000
aaaa,bbbb,94627,3,2,1976,320000
aaaa,bbbb,94626,3,2,1380,245000
aaaa,bbbb,94625,3,3,1288,300000
aaaa,bbbb,94624,3,2,2254,274900
aaaa,bbbb,94623,3,3,1248,289900
aaaa,bbbb,94622,3,2,1490,207500
aaaa,bbbb,94621,3,3,2190,340000
